caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
,Virginia,Spotsylvania,2021,Personal Injury,Other,verdict,29064,"Virginia District Court Motion for Judgment, (Spotsylvania), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 29,064",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,29052,"Virginia District Court Motion for Judgment, plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 29,052",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,27429,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 27,429.44",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,27064,"Virginia District Court Motion for Judgment, plaintiff represented by ALLEN, ALLEN, judgment for plaintiff, total 27,064",STATE_COURT
,Virginia,Hopewell,2021,Personal Injury,Other,verdict,26730,"Virginia District Court Motion for Judgment, (Hopewell), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 26,729.63",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,25964,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 25,963.6",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,25552,"Virginia District Court Motion for Judgment, plaintiff represented by JOEL BIEBER FIRM, judgment for plaintiff, total 25,552",STATE_COURT
,Virginia,Virginia Beach,2021,Personal Injury,Other,verdict,25059,"Virginia District Court Motion for Judgment, (Virginia Beach), plaintiff represented by SHAPIRO APPLETON, judgment for plaintiff, total 25,059",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, plaintiff represented by MARKS & HARRISON, total 25,052, notes: TRANSFER TO CITY OF RICHMOND CIRCUIT COURT",STATE_COURT
,Virginia,Henrico,2021,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by TRONFELD WEST & DURRETT, judgment for transfer/change of venue, total 25,052, notes: TRANSFERRED TO HANOVER GDC AS AGREED",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 25,052",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, plaintiff represented by BLANK & MARCUS, judgment for other, total 25,052",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, plaintiff represented by BLANK & MARCUS, judgment for other, total 25,052",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, total 25,052, notes: TRANSFER TO CIRCUIT COURT",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, plaintiff represented by ALLEN, ALLEN, judgment for plaintiff, total 25,052",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for other, total 25,052",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 25,052",STATE_COURT
,Virginia,Henrico,2021,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by ALLEN & ALLEN, judgment for plaintiff, total 25,052, notes: G/D RECEIVED 8/16",STATE_COURT
,Virginia,Hopewell,2021,Personal Injury,Other,verdict,25052,"Virginia District Court Motion for Judgment, (Hopewell), plaintiff represented by MARKS & HARRISON, P.C., judgment for defendant, total 25,052, notes: 12/29/21 GD   6/8/22 ORDER DISMISSED AND VACATED",STATE_COURT
,Virginia,Hanover,2021,Personal Injury,Other,verdict,25044,"Virginia District Court Motion for Judgment, (Hanover), plaintiff represented by JOEL BIEBER FIRM, judgment for other, total 25,044",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,23829,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 23,829.3",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,23587,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 23,586.65",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,23556,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 23,555.88",STATE_COURT
,Virginia,Hopewell,2021,Personal Injury,Other,verdict,23056,"Virginia District Court Motion for Judgment, (Hopewell), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 23,056",STATE_COURT
,Virginia,Albemarle,2021,Personal Injury,Other,verdict,23014,"Virginia District Court Motion for Judgment, (Albemarle), plaintiff represented by ALLEN ALLEN AND ALLEN, judgment for plaintiff, total 23,013.81",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,22685,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 22,684.52",STATE_COURT
,Virginia,Virginia Beach,2021,Personal Injury,Other,verdict,22559,"Virginia District Court Motion for Judgment, (Virginia Beach), plaintiff represented by SHAPIRO APPLETON, judgment for plaintiff, total 22,559",STATE_COURT
,Virginia,Henrico,2021,Personal Injury,Other,verdict,22558,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by ALLEN & ALLEN, judgment for plaintiff, total 22,558, notes: MVA; MJ FILED; GDS RCV'D 9/7",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,22552,"Virginia District Court Motion for Judgment, plaintiff represented by ALLEN, ALLEN, judgment for plaintiff, total 22,552",STATE_COURT
,Virginia,Spotsylvania,2021,Personal Injury,Other,verdict,22552,"Virginia District Court Motion for Judgment, (Spotsylvania), plaintiff represented by ALLEN & ALLEN, judgment for plaintiff, total 22,552",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,22552,"Virginia District Court Motion for Judgment, plaintiff represented by BLANK & MARCUS, judgment for plaintiff, total 22,552",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,22209,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 22,208.56",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,22088,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 22,088",STATE_COURT
,Virginia,Norfolk,2021,Personal Injury,Other,verdict,22065,"Virginia District Court Motion for Judgment, (Norfolk), plaintiff represented by TRONFELD WEST & DURRETT, judgment for plaintiff, total 22,065",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,21231,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 21,231.12",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,20080,"Virginia District Court Motion for Judgment, plaintiff represented by ALLEN, ALLEN, judgment for plaintiff, total 20,080",STATE_COURT
,Virginia,Spotsylvania,2021,Personal Injury,Other,verdict,20064,"Virginia District Court Motion for Judgment, (Spotsylvania), plaintiff represented by ALLEN ALLEN, judgment for plaintiff, total 20,064",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,20052,"Virginia District Court Motion for Judgment, plaintiff represented by ALLEN, ALLEN, judgment for plaintiff, total 20,052",STATE_COURT
,Utah,,2021,Car Accident,Soft Tissue Injury,verdict,20000,Chain-reaction collision from an alleged red light violation.,News
,Virginia,Henrico,2021,Personal Injury,Other,verdict,18564,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by TRONFELD WEST & DURRETT, judgment for plaintiff, total 18,564, notes: BP RCVD 043021 / GD RCVD 050321",STATE_COURT
,Virginia,Hopewell,2021,Personal Injury,Other,verdict,18064,"Virginia District Court Motion for Judgment, (Hopewell), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 18,064, notes: APPEAL BOND $18,000.00",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,18064,"Virginia District Court Motion for Judgment, plaintiff represented by RUTTER MILLS LLP, judgment for plaintiff, total 18,064",STATE_COURT
,Virginia,Hanover,2021,Personal Injury,Other,verdict,18055,"Virginia District Court Motion for Judgment, (Hanover), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 18,055, notes: DISMISSED AS TO ROGER WILKINS",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,17627,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 17,626.84",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,17334,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 17,333.57",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,17223,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 17,222.73",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,16990,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 16,990.15",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,16791,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 16,790.62",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,16653,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 16,652.83",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,16291,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 16,291.39",STATE_COURT
,Virginia,Halifax,2021,Personal Injury,Other,verdict,15621,"Virginia District Court Motion for Judgment, (Halifax), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 15,620.72, notes: NAMED DEFENDANT JAMES ARTIE POWELL",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,15408,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 15,407.69",STATE_COURT
,Virginia,Loudoun,2021,Personal Injury,Other,verdict,15316,"Virginia District Court Motion for Judgment, (Loudoun), plaintiff represented by ALLEN ALLEN ETAL, judgment for plaintiff, total 15,316.41",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,15210,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 15,209.64",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,15096,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 15,095.76",STATE_COURT
,Virginia,Henrico,2021,Personal Injury,Other,verdict,15052,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by MARKS & HARRISON, judgment for defendant, total 15,052",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,14802,"Virginia District Court Motion for Judgment, plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 14,802",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,14725,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 14,725.12",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,14629,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 14,628.66",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,14100,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 14,100.03",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,14052,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 14,052",STATE_COURT
,Virginia,Henrico,2021,Personal Injury,Other,verdict,14052,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by BLANK & MARCUS, judgment for plaintiff, total 14,052, notes: GD RCVD 102021",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,14051,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 14,051.43",STATE_COURT
,Indiana,,2021,Premises Liability,Soft Tissue Injury,verdict,14000,"Child fell on a wet school bathroom floor, sustaining slip and fall injuries.",News
,Virginia,Spotsylvania,2021,Personal Injury,Other,verdict,13564,"Virginia District Court Motion for Judgment, (Spotsylvania), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 13,564",STATE_COURT
,Virginia,Spotsylvania,2021,Personal Injury,Other,verdict,13552,"Virginia District Court Motion for Judgment, (Spotsylvania), plaintiff represented by ALLEN & ALLEN, judgment for plaintiff, total 13,552",STATE_COURT
,Virginia,Spotsylvania,2021,Personal Injury,Other,verdict,13539,"Virginia District Court Motion for Judgment, (Spotsylvania), plaintiff represented by ALLEN ALLEN, judgment for plaintiff, total 13,539",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,13335,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 13,334.51",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,13305,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 13,304.95",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,13300,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 13,300.38",STATE_COURT
,Virginia,Charlottesville,2021,Personal Injury,Other,verdict,13174,"Virginia District Court Motion for Judgment, (Charlottesville), plaintiff represented by MARKS  & HARRISON, judgment for other, total 13,173.89",STATE_COURT
,Virginia,Norfolk,2021,Personal Injury,Other,verdict,13053,"Virginia District Court Motion for Judgment, (Norfolk), plaintiff represented by COOPER HURLEY INJURY LAWYERS, judgment for plaintiff, total 13,053",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,12627,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 12,626.51",STATE_COURT
,Virginia,Buckingham,2021,Personal Injury,Other,verdict,12564,"Virginia District Court Motion for Judgment, (Buckingham), plaintiff represented by ALLEN, ALLEN, ALLEN & ALLEN, judgment for plaintiff, total 12,564",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,12564,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD WEST & DURRETT, judgment for plaintiff, total 12,564",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,12559,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 12,558.89",STATE_COURT
,Virginia,Page,2021,Personal Injury,Other,verdict,12084,"Virginia District Court Motion for Judgment, (Page), plaintiff represented by ALLEN & ALLEN, judgment for plaintiff, total 12,084",STATE_COURT
,Virginia,New Kent,2021,Personal Injury,Other,verdict,12050,"Virginia District Court Motion for Judgment, (New Kent), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 12,050",STATE_COURT
,Virginia,Prince William,2021,Personal Injury,Other,verdict,12000,"Virginia District Court Motion for Judgment, (Prince William), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 12,000",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,11732,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 11,732.13",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,11503,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 11,503.44",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,10112,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 10,112.02",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,9894,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 9,893.7",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,9715,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 9,714.98",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,8802,"Virginia District Court Motion for Judgment, plaintiff represented by TRONFELD, WEST, judgment for plaintiff, total 8,802",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,8485,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 8,484.96",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,7905,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 7,904.98",STATE_COURT
,Virginia,Spotsylvania,2021,Personal Injury,Other,verdict,7739,"Virginia District Court Motion for Judgment, (Spotsylvania), plaintiff represented by ALLEN ALLEN, judgment for plaintiff, total 7,739",STATE_COURT
,Virginia,Waynesboro,2021,Personal Injury,Other,verdict,7550,"Virginia District Court Motion for Judgment, (Waynesboro), plaintiff represented by MARKS & HARRISON, judgment for plaintiff, total 7,550",STATE_COURT
,Virginia,Albemarle,2021,Personal Injury,Other,verdict,7060,"Virginia District Court Motion for Judgment, (Albemarle), plaintiff represented by ALLEN & ALLEN, judgment for plaintiff, total 7,060",STATE_COURT
,Virginia,Albemarle,2021,Personal Injury,Other,verdict,7000,"Virginia District Court Motion for Judgment, (Albemarle), plaintiff represented by MARKS & HARRISON PC, judgment for plaintiff, total 7,000",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,6737,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 6,737.22",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,6703,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 6,702.55",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,6654,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 6,653.55",STATE_COURT
,Virginia,Henrico,2021,Personal Injury,Other,verdict,6552,"Virginia District Court Motion for Judgment, (Henrico), plaintiff represented by ALLEN & ALLEN, judgment for plaintiff, total 6,552, notes: FILED/ G/D REC'D 10-15-21",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,6330,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 6,330",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,6056,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 6,055.77",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,5695,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 5,695.27",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,5562,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 5,562.49",STATE_COURT
,Virginia,Charlottesville,2021,Personal Injury,Other,verdict,5285,"Virginia District Court Motion for Judgment, (Charlottesville), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 5,285",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,5089,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 5,089.02",STATE_COURT
,Virginia,Fairfax,2021,Personal Injury,Other,verdict,4899,"Virginia District Court Motion for Judgment, (Fairfax), plaintiff represented by HUSTON & ANGUS, judgment for plaintiff, total 4,899.39",STATE_COURT
,Virginia,Charlottesville,2021,Personal Injury,Other,verdict,3401,"Virginia District Court Motion for Judgment, (Charlottesville), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 3,400.5",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,3117,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR  REAGAN, judgment for plaintiff, total 3,117",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,2671,"Virginia District Court Motion for Judgment, plaintiff represented by BLANK & MARCUS, judgment for other, total 2,671",STATE_COURT
,Virginia,Charlottesville,2021,Personal Injury,Other,verdict,1814,"Virginia District Court Motion for Judgment, (Charlottesville), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 1,813.5",STATE_COURT
,Virginia,Charlottesville,2021,Personal Injury,Other,verdict,1164,"Virginia District Court Motion for Judgment, (Charlottesville), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 1,164",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,893,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR  REAGAN, judgment for plaintiff, total 892.75",STATE_COURT
,Virginia,Charlottesville,2021,Personal Injury,Other,verdict,659,"Virginia District Court Motion for Judgment, (Charlottesville), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 658.5",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,658,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR  REAGAN, judgment for plaintiff, total 658",STATE_COURT
,Virginia,York,2021,Personal Injury,Other,verdict,612,"Virginia District Court Motion for Judgment, (York), plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 612",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,577,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR  REAGAN, judgment for plaintiff, total 577",STATE_COURT
,Virginia,Charlottesville,2021,Personal Injury,Other,verdict,563,"Virginia District Court Motion for Judgment, (Charlottesville), plaintiff represented by ALLEN ALLEN ALLEN & ALLEN, judgment for plaintiff, total 563",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,510,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR  REAGAN, judgment for plaintiff, total 509.5",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,292,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 291.99",STATE_COURT
,Virginia,,2021,Personal Injury,Other,verdict,285,"Virginia District Court Motion for Judgment, plaintiff represented by GOLDSTEIN EDGAR & REAGAN, judgment for plaintiff, total 284.51",STATE_COURT
,Illinois,,2020,Truck Accident,Wrongful Death,verdict,247000000,Van struck a tractor-trailer that was blocking the road. Trucking company had inadequate driver training protocols.,News
,California,,2020,Other,Other,verdict,161000000,Other jury verdict of $161 million in California.,News
,Illinois,,2020,Truck Accident,Back Injury,verdict,101000000,Rear-end collision by a truck driver who was under the influence. The trucking company had ignored its own safety policies.,News
,Illinois,,2020,Car Accident,Wrongful Death,verdict,95000000,Head-on collision caused by a driver at twice the legal limit. The bar that served the intoxicated driver was also held liable.,News
,Illinois,,2020,Truck Accident,Traumatic Brain Injury,verdict,70600000,"SUV broadsided by a tractor-trailer that ran a red light, causing a traumatic brain injury.",News
,Illinois,,2020,Truck Accident,Spinal Cord Injury,verdict,53000000,Road rage incident in a construction zone caused a spinal cord injury. The trucking company had hidden telematics data.,News
,Illinois,,2020,Truck Accident,Traumatic Brain Injury,verdict,50000000,Truck Accident jury verdict of $50.0 million in Illinois.,News
,Indiana,,2020,Truck Accident,Spinal Cord Injury,verdict,43100000,"Nurse rear-ended by a truck, ending her 25-year career due to a spinal cord injury.",News
American Guarantee & Liability v. ACE American Ins,Texas,,2020,Truck Accident,Wrongful Death,settlement,40000000,"ACE rejected three Braswell settlement offers before and during trial, and the jury awarded the Braswells nearly $28 million.",CourtListener
,Illinois,,2020,Bus Accident,Broken Bones,verdict,36500000,School bus collision injured four high school students with broken bones and other serious injuries.,News
,Illinois,,2020,Truck Accident,Wrongful Death,verdict,32100000,"Dump truck swerved into a minivan, killing occupants. The truck driver was impaired at the time of the collision.",News
,Texas,,2020,Truck Accident,Wrongful Death,verdict,30000000,Head-on collision with a commercial truck. Employer negligence in driver supervision contributed to the fatal crash.,News
,California,,2020,Car Accident,Back Injury,settlement,23400000,Auto rollover case resulting in severe injuries.,News
Maclovio v. Brewer,California,Madera,2020,Car Accident,Spinal Cord Injury,verdict,21513000,Car Accident jury verdict of $21.5 million in California.,News
,California,,2020,Premises Liability,Back Injury,verdict,21200000,Fall resulting in thoracic and lumbar fusion surgeries.,News
,California,,2020,Workplace Injury,Broken Bones,verdict,20500000,"Construction worker contacted high voltage, resulting in hand amputation.",News
"Rubin Harvey, Jr. v. Johnny L. Williams, by and Through His Conservator, Alfonza Lewis",Georgia,,2020,Medical Malpractice,Traumatic Brain Injury,verdict,20000000,Williams1 $18 million to compensate him for injuries sustained in a collision between a dump truck driven by Harvey and a tractor driven by Williams and from the trial court’s order denying their motion for new trial.,CourtListener
,Illinois,,2020,Motorcycle Accident,Broken Bones,verdict,16000000,"Motorcyclist struck by auto porter, resulting in a below-knee amputation and shoulder injuries.",News
,California,,2020,Workplace Injury,Broken Bones,verdict,14800000,Disputed liability workplace injury case with significant damages.,News
,California,,2020,Car Accident,Back Injury,verdict,14590000,Car Accident jury verdict of $14.6 million in California.,News
,Colorado,,2020,Car Accident,Wrongful Death,verdict,13800000,Fatal motor vehicle collision. Judgment obtained for the family of the victim killed in the accident.,News
MTA Subway Train Injury,New York,,2020,Pedestrian Accident,Broken Bones,verdict,10600000,"Pedestrian struck by MTA transit bus at intersection, suffering rotator cuff tears, meniscus tears, and leg fracture requiring multiple surgeries.",News
"Regent Care of San Antonio, L.P. v. Robert H. Detrick and Carolyn Dart Detrick",Texas,,2020,Medical Malpractice,Wrongful Death,settlement,10250000,Medical Malpractice settlement of $10.3 million in Texas.,CourtListener
,California,,2020,Premises Liability,Back Injury,verdict,9300000,Unsecured ladder fall requiring three-level fusion surgery.,News
,California,,2020,Motorcycle Accident,Broken Bones,verdict,9000000,"Defective motorcycle brakes caused crash, resulting in leg fracture.",News
,California,,2020,Car Accident,Back Injury,verdict,7900000,"Tire blowout caused truck to roll, resulting in neck fracture.",News
,California,,2020,Slip and Fall,Back Injury,verdict,7200000,Slip and fall requiring back surgery and spinal cord stimulator implant.,News
,California,,2020,Car Accident,Wrongful Death,verdict,6500000,Drunk driver crashed through road closure; construction worker killed.,News
,California,,2020,Car Accident,Wrongful Death,verdict,6000000,Auto accident resulting in TBI and death.,News
,California,,2020,Car Accident,Traumatic Brain Injury,verdict,5500000,"Elderly woman struck in disputed liability case, resulting in traumatic brain injury.",News
,California,,2020,Motorcycle Accident,Wrongful Death,verdict,5000000,Employee hit by truck on motorcycle and killed.,News
Jennifer Carman v. Joshua Kellon,Tennessee,,2020,Truck Accident,Other,verdict,4662329.9,"Kellon for economic damages in the amount of $1,846.",CourtListener
