caseTitle,state,county,year,practiceArea,injuryType,resultType,amount,description,source
"Daw v. A.G., et al.",Colorado,,2022,Car Accident,Traumatic Brain Injury,verdict,3450734,"Colorado verdict of $3,450,734 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Daw v. A.G., et al.. Listed by TopVerdict.",TopVerdict
Ryall v. Johnson,Georgia,Georgia,2022,Car Accident,Traumatic Brain Injury,verdict,3400000,"A rideshare passenger suffered permanent brain damage in a broadside collision. The jury awarded $3.4 million, above the $1 million rideshare policy.",TopVerdict
Booth vs. State Farm Mutual Auto. Ins. Co.,Florida,,2022,Car Accident,Other,verdict,3075354,"Florida verdict of $3,075,354 in 2022. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Booth vs. State Farm Mutual Auto. Ins. Co.. Listed by TopVerdict.",TopVerdict
,Colorado,,2022,Car Accident,Broken Bones,verdict,3055000,Nine-year-old injured in an auto collision with a permanent rib injury. Jury verdict plus interest doubled the recovery.,News
,Indiana,Marion,2022,Car Accident,Other,verdict,3000000,"Indiana jury verdict of $3,000,000 in Marion County, reported as Underinsured Motorist.",Indiana Jury Verdict Reporter
,Alabama,Madison,2022,Car Accident,Other,verdict,3000000,"Alabama jury verdict of $3,000,000 in Madison County, reported as Auto Negligence/UIM.",Alabama Jury Verdict Reporter
Duron Garcia v. Chuy's Tire Service,California,,2022,Car Accident,Wrongful Death,settlement,3000000,"California settlement of $3,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Wrongful Death. Reported as Duron Garcia v. Chuy's Tire Service. Listed by TopVerdict.",TopVerdict
"Gabriel v. The City of New York, et al.",New York,New-york-city,2022,Car Accident,Other,settlement,3000000,"New York settlement of $3,000,000 in 2022. Case type: Car Accident, Government Negligence, Motor Vehicle Accident, Personal Injury. Reported as Gabriel v. The City of New York, et al.. Listed by TopVerdict.",TopVerdict
Palmieri v. Esposito,New Jersey,,2022,Car Accident,Other,settlement,3000000,"New Jersey settlement of $3,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Head-on Collision. Reported as Palmieri v. Esposito. Listed by TopVerdict.",TopVerdict
McCullough v. Marmolejo,Texas,,2022,Car Accident,Other,verdict,2925000,"Texas verdict of $2,925,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as McCullough v. Marmolejo. Listed by TopVerdict.",TopVerdict
"Pelaez-Moronta v. Mavis Tire Supply, et al.",New York,,2022,Car Accident,Traumatic Brain Injury,verdict,2877241,"New York verdict of $2,877,241 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Pelaez-Moronta v. Mavis Tire Supply, et al.. Listed by TopVerdict.",TopVerdict
"S.B. v. Auto Driver, et al.",California,,2022,Car Accident,Other,settlement,2875000,"California settlement of $2,875,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as S.B. v. Auto Driver, et al.. Listed by TopVerdict.",TopVerdict
"Diaz Salgado, et al. v. La Tapatia Tortilleria, Inc., et al.",California,,2022,Car Accident,Other,settlement,2800000,"California settlement of $2,800,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Diaz Salgado, et al. v. La Tapatia Tortilleria, Inc., et al.. Listed by TopVerdict.",TopVerdict
"Infante v. Leader Electric Co., et al.",New York,New-york-city,2022,Car Accident,Other,settlement,2800000,"New York settlement of $2,800,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Head-on Collision. Reported as Infante v. Leader Electric Co., et al.. Listed by TopVerdict.",TopVerdict
Auto Driver v. Auto Driver,California,,2022,Car Accident,Other,settlement,2750000,"California settlement of $2,750,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. Auto Driver. Listed by TopVerdict.",TopVerdict
"De La Cruz v. Matonti, et al.",New York,,2022,Car Accident,Other,verdict,2700000,"New York verdict of $2,700,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as De La Cruz v. Matonti, et al.. Listed by TopVerdict.",TopVerdict
"O'Donnell v. Kabra, et al.",New Jersey,,2022,Car Accident,Other,settlement,2690000,"New Jersey settlement of $2,690,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as O'Donnell v. Kabra, et al.. Listed by TopVerdict.",TopVerdict
"Blume v. City of Philadelphia, et al.",Pennsylvania,Philadelphia,2022,Car Accident,Neck Injury,verdict,2670000,"A Philadelphia police cruiser ran a red light and struck the plaintiff's car, breaking his neck in three places. The jury awarded $2.67 million in April 2022, though Pennsylvania's Tort Claims Act caps municipal liability at $500,000.",News
"Muschlitz v. Jost, et al.",Florida,,2022,Car Accident,Other,verdict,2602551,"Florida verdict of $2,602,551 in 2022. Case type: Motor Vehicle Accident, Personal Injury, Negligent Entrustment, Negligent Tort. Reported as Muschlitz v. Jost, et al.. Listed by TopVerdict.",TopVerdict
Nash v. Bae,California,,2022,Car Accident,Other,verdict,2514198,"California verdict of $2,514,198 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Nash v. Bae. Listed by TopVerdict.",TopVerdict
"Balazy v. Super Bus Inc., et al.",New York,New-york-city,2022,Car Accident,Other,settlement,2500000,"New York settlement of $2,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Balazy v. Super Bus Inc., et al.. Listed by TopVerdict.",TopVerdict
Gonzalez v. Progressive Express Ins. Co.,Florida,,2022,Car Accident,Traumatic Brain Injury,verdict,2500000,"Florida verdict of $2,500,000 in 2022. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Gonzalez v. Progressive Express Ins. Co.. Listed by TopVerdict.",TopVerdict
"Cluff v. Arborworks Inc., et al.",California,,2022,Car Accident,Other,settlement,2499000,"California settlement of $2,499,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Cluff v. Arborworks Inc., et al.. Listed by TopVerdict.",TopVerdict
Thomas v. Lake County Board of County Commissioners,Florida,,2022,Car Accident,Other,verdict,2486718,"Florida verdict of $2,486,718 in 2022. Case type: Car Accident, Government Negligence, Motor Vehicle Accident, Personal Injury. Reported as Thomas v. Lake County Board of County Commissioners. Listed by TopVerdict.",TopVerdict
,Alabama,Mobile,2022,Car Accident,Other,verdict,2474923,"Alabama jury verdict of $2,474,923 in Mobile County, reported as Underinsured Motorist.",Alabama Jury Verdict Reporter
Rodriguez v. Goldich,California,,2022,Car Accident,Other,settlement,2450000,"California settlement of $2,450,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Rodriguez v. Goldich. Listed by TopVerdict.",TopVerdict
Mekha v. Garda CL West Inc.,California,,2022,Car Accident,Other,verdict,2358055,"California verdict of $2,358,055 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Mekha v. Garda CL West Inc.. Listed by TopVerdict.",TopVerdict
"L.K., et al. v. Blue Point Brewing Co. Inc., et al.",New York,,2022,Car Accident,Traumatic Brain Injury,settlement,2340000,"New York settlement of $2,340,000 in 2022. Case type: Car Accident, Dram Shop Liability, Motor Vehicle Accident, Negligent Supervision. Reported as L.K., et al. v. Blue Point Brewing Co. Inc., et al.. Listed by TopVerdict.",TopVerdict
"Lowery v. HR Green Pacific, Inc., et al.",California,,2022,Car Accident,Other,settlement,2250000,"California settlement of $2,250,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Lowery v. HR Green Pacific, Inc., et al.. Listed by TopVerdict.",TopVerdict
"Pineda v. United Natural Foods West, et al.",California,,2022,Car Accident,Traumatic Brain Injury,settlement,2250000,"California settlement of $2,250,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Pineda v. United Natural Foods West, et al.. Listed by TopVerdict.",TopVerdict
"Petrilli v. Philadelphia Ins. Cos., et al.",Colorado,,2022,Car Accident,Other,verdict,2232000,"Colorado verdict of $2,232,000 in 2022. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Petrilli v. Philadelphia Ins. Cos., et al.. Listed by TopVerdict.",TopVerdict
"Aguilar, et al. v. Ortiz, Jr.",California,,2022,Car Accident,Other,verdict,2150000,"California verdict of $2,150,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Aguilar, et al. v. Ortiz, Jr.. Listed by TopVerdict.",TopVerdict
"Delgado, et al. v. Brite Electric Inc., et al.",California,,2022,Car Accident,Other,settlement,2150000,"California settlement of $2,150,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Delgado, et al. v. Brite Electric Inc., et al.. Listed by TopVerdict.",TopVerdict
Car v. Auto Driver,California,,2022,Car Accident,Other,settlement,2083145,"California settlement of $2,083,145 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Car v. Auto Driver. Listed by TopVerdict.",TopVerdict
,Mississippi,Clay,2022,Car Accident,Other,verdict,2000000,"Mississippi jury verdict of $2,000,000 in Clay County, reported as Auto Negligence/UIM.",Mississippi Jury Verdict Reporter
Heath v. Woods,Georgia,,2022,Car Accident,Other,verdict,2000000,"Georgia verdict of $2,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Heath v. Woods. Listed by TopVerdict.",TopVerdict
Juarez v. Beltran,California,,2022,Car Accident,Other,settlement,2000000,"California settlement of $2,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Juarez v. Beltran. Listed by TopVerdict.",TopVerdict
M.C. v. Shipping Co.,New York,New-york-city,2022,Car Accident,Other,settlement,2000000,"New York settlement of $2,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as M.C. v. Shipping Co.. Listed by TopVerdict.",TopVerdict
"Mireles‐Higuera v. Wan, et al.",California,,2022,Car Accident,Other,settlement,2000000,"California settlement of $2,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Mireles‐Higuera v. Wan, et al.. Listed by TopVerdict.",TopVerdict
Page v. Conley and State Auto,Tennessee,Shelby,2022,Car Accident,Traumatic Brain Injury,verdict,2000000,"Tennessee jury verdict of $2,000,000 in Shelby County (2022).",Tennessee Jury Verdict Reporter
Pedestrian v. Commercial Vehicle Driver,Texas,,2022,Car Accident,Other,settlement,2000000,"Texas settlement of $2,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Pedestrian v. Commercial Vehicle Driver. Listed by TopVerdict.",TopVerdict
Taing v. Schneider,California,,2022,Car Accident,Other,settlement,2000000,"California settlement of $2,000,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Taing v. Schneider. Listed by TopVerdict.",TopVerdict
Auto Driver v. Auto Driver,California,,2022,Car Accident,Traumatic Brain Injury,settlement,1996932,"California settlement of $1,996,932 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Auto Driver v. Auto Driver. Listed by TopVerdict.",TopVerdict
Driver v. Water Utilities Co.,Texas,,2022,Car Accident,Other,settlement,1990018,"Texas settlement of $1,990,018 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Driver v. Water Utilities Co.. Listed by TopVerdict.",TopVerdict
"Medina v. Imberman, et al.",New York,New-york-city,2022,Car Accident,Other,settlement,1975000,"New York settlement of $1,975,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Medina v. Imberman, et al.. Listed by TopVerdict.",TopVerdict
Passenger v. Rideshare,California,,2022,Car Accident,Other,settlement,1970000,"California settlement of $1,970,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Passenger v. Rideshare. Listed by TopVerdict.",TopVerdict
"Martinez Villagomez v. Active Magnetics Inspection, Inc., et al.",California,,2022,Car Accident,Other,settlement,1960965,"California settlement of $1,960,965 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Martinez Villagomez v. Active Magnetics Inspection, Inc., et al.. Listed by TopVerdict.",TopVerdict
Wolven v. Velez,Colorado,,2022,Car Accident,Other,verdict,1953443,"Colorado verdict of $1,953,443 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Wolven v. Velez. Listed by TopVerdict.",TopVerdict
Auto Driver v. At‐Fault Motorist,California,,2022,Car Accident,Other,settlement,1934484,"California settlement of $1,934,484 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. At‐Fault Motorist. Listed by TopVerdict.",TopVerdict
"Gambrel v. Allstate Fire and Casualty Ins. Co., et al.",Florida,,2022,Car Accident,Other,verdict,1928000,"Florida verdict of $1,928,000 in 2022. Case type: Breach of Contract, Car Accident, Insurance Bad Faith, Motor Vehicle Accident. Reported as Gambrel v. Allstate Fire and Casualty Ins. Co., et al.. Listed by TopVerdict.",TopVerdict
Auto Driver v. Company Vehicle Driver,Texas,,2022,Car Accident,Other,settlement,1900000,"Texas settlement of $1,900,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. Company Vehicle Driver. Listed by TopVerdict.",TopVerdict
Rear-ended Motorist v. At-fault Motorist,California,,2022,Car Accident,Other,settlement,1900000,"California settlement of $1,900,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Rear-ended Motorist v. At-fault Motorist. Listed by TopVerdict.",TopVerdict
"Miller v. Martin, et al.",Florida,,2022,Car Accident,Other,verdict,1844444,"Florida verdict of $1,844,444 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Miller v. Martin, et al.. Listed by TopVerdict.",TopVerdict
"Robinson v. Mueller, et al.",Florida,,2022,Car Accident,Other,verdict,1820443,"Florida verdict of $1,820,443 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Robinson v. Mueller, et al.. Listed by TopVerdict.",TopVerdict
"Greco v. Torres, et al.",Florida,,2022,Car Accident,Other,verdict,1799877,"Florida verdict of $1,799,877 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Greco v. Torres, et al.. Listed by TopVerdict.",TopVerdict
Wilkie v. Philippe,California,,2022,Car Accident,Other,verdict,1780250,"California verdict of $1,780,250 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Wilkie v. Philippe. Listed by TopVerdict.",TopVerdict
"Martin v. Dignity Health, et al.",California,,2022,Car Accident,Other,settlement,1765000,"California settlement of $1,765,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Martin v. Dignity Health, et al.. Listed by TopVerdict.",TopVerdict
Bozian v. Gorzelska,New York,,2022,Car Accident,Traumatic Brain Injury,settlement,1750000,"New York settlement of $1,750,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Bozian v. Gorzelska. Listed by TopVerdict.",TopVerdict
"Daughtry v. American Recycling Management LLC, et al.",New York,New-york-city,2022,Car Accident,Other,settlement,1750000,"New York settlement of $1,750,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Daughtry v. American Recycling Management LLC, et al.. Listed by TopVerdict.",TopVerdict
"D.C., et al. v. Auto Driver, et al.",California,,2022,Car Accident,Other,settlement,1730000,"California settlement of $1,730,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as D.C., et al. v. Auto Driver, et al.. Listed by TopVerdict.",TopVerdict
Auto Driver v. At-Fault Driver,California,,2022,Car Accident,Other,settlement,1700000,"California settlement of $1,700,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. At-Fault Driver. Listed by TopVerdict.",TopVerdict
"Reyes, et al. v. Valdez",Texas,,2022,Car Accident,Other,verdict,1681024,"Texas verdict of $1,681,024 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Reyes, et al. v. Valdez. Listed by TopVerdict.",TopVerdict
Bertram-Hodges v. Cresco Equipment,California,,2022,Car Accident,Other,settlement,1650000,"California settlement of $1,650,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Bertram-Hodges v. Cresco Equipment. Listed by TopVerdict.",TopVerdict
Bernstein v. Friedman,New Jersey,,2022,Car Accident,Other,settlement,1625000,"New Jersey settlement of $1,625,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Bernstein v. Friedman. Listed by TopVerdict.",TopVerdict
LeBlanc v. USAA,Louisiana,Orleans,2022,Car Accident,Traumatic Brain Injury,verdict,1610200,"Louisiana jury verdict of $1,610,200 in Orleans Parish (2022).",Louisiana Jury Verdict Reporter
Cardamoni v. Brian’s Auto Center,New Jersey,,2022,Car Accident,Other,settlement,1600000,"New Jersey settlement of $1,600,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Head-on Collision. Reported as Cardamoni v. Brian’s Auto Center. Listed by TopVerdict.",TopVerdict
Silva-Fuentes v. Parks,California,,2022,Car Accident,Other,settlement,1600000,"California settlement of $1,600,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Silva-Fuentes v. Parks. Listed by TopVerdict.",TopVerdict
"Anaya v. City of Chicago, et al.",Illinois,,2022,Car Accident,Other,verdict,1592475,"Illinois verdict of $1,592,475 in 2022. Case type: Car Accident, Government Negligence, Motor Vehicle Accident, Personal Injury. Reported as Anaya v. City of Chicago, et al.. Listed by TopVerdict.",TopVerdict
Vargas v. Transportation World Inc.,Florida,,2022,Car Accident,Other,verdict,1541896,"Florida verdict of $1,541,896 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Vargas v. Transportation World Inc.. Listed by TopVerdict.",TopVerdict
,Alabama,Dallas,2022,Car Accident,Other,verdict,1500000,"Alabama jury verdict of $1,500,000 in Dallas County, reported as Underinsured Motorist.",Alabama Jury Verdict Reporter
Auto Driver v. At-Fault Motorist,California,,2022,Car Accident,Other,settlement,1500000,"California settlement of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. At-Fault Motorist. Listed by TopVerdict.",TopVerdict
Auto Driver v. Auto Driver,California,,2022,Car Accident,Other,settlement,1500000,"California settlement of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. Auto Driver. Listed by TopVerdict.",TopVerdict
Auto Driver v. Commercial Driver,Texas,,2022,Car Accident,Other,settlement,1500000,"Texas settlement of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. Commercial Driver. Listed by TopVerdict.",TopVerdict
Blazy v. McKnight,Georgia,,2022,Car Accident,Other,verdict,1500000,"Georgia verdict of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Head-on Collision. Reported as Blazy v. McKnight. Listed by TopVerdict.",TopVerdict
Fernandez-Lawson v. Kepple,California,,2022,Car Accident,Other,verdict,1500000,"California verdict of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Fernandez-Lawson v. Kepple. Listed by TopVerdict.",TopVerdict
Hoefer v. Garcia Velarde,California,,2022,Car Accident,Other,settlement,1500000,"California settlement of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Hoefer v. Garcia Velarde. Listed by TopVerdict.",TopVerdict
Khalid v. Oshinomi,California,,2022,Car Accident,Traumatic Brain Injury,settlement,1500000,"California settlement of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Brain Injury. Reported as Khalid v. Oshinomi. Listed by TopVerdict.",TopVerdict
L.P. v. Nelson,Colorado,,2022,Car Accident,Other,verdict,1500000,"Colorado verdict of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as L.P. v. Nelson. Listed by TopVerdict.",TopVerdict
Murphy v. Schildge,New Jersey,,2022,Car Accident,Other,settlement,1500000,"New Jersey settlement of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Murphy v. Schildge. Listed by TopVerdict.",TopVerdict
"Olivo v. Monroe, et al.",New York,,2022,Car Accident,Other,settlement,1500000,"New York settlement of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Olivo v. Monroe, et al.. Listed by TopVerdict.",TopVerdict
"Pichardo v. Gregory, et al.",New York,,2022,Car Accident,Other,verdict,1500000,"New York verdict of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Pichardo v. Gregory, et al.. Listed by TopVerdict.",TopVerdict
Rivera v. T Stone Corp,New York,,2022,Car Accident,Other,settlement,1500000,"New York settlement of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Rivera v. T Stone Corp. Listed by TopVerdict.",TopVerdict
Taylor v. Mikhail,New Jersey,,2022,Car Accident,Other,settlement,1500000,"New Jersey settlement of $1,500,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Head-on Collision. Reported as Taylor v. Mikhail. Listed by TopVerdict.",TopVerdict
"White v. City of New York, et al.",New York,New-york-city,2022,Car Accident,Other,settlement,1500000,"New York settlement of $1,500,000 in 2022. Case type: Car Accident, Government Negligence, Motor Vehicle Accident, Personal Injury. Reported as White v. City of New York, et al.. Listed by TopVerdict.",TopVerdict
"Mejia-Lopez v. Garcia, et al.",California,,2022,Car Accident,Other,verdict,1494653,"California verdict of $1,494,653 in 2022. Case type: Car Accident, Motor Vehicle Accident, Negligent Supervision, Personal Injury. Reported as Mejia-Lopez v. Garcia, et al.. Listed by TopVerdict.",TopVerdict
"Willis v. Harvick Hauling Services LLC, et al.",Florida,,2022,Car Accident,Other,verdict,1486862,"Florida verdict of $1,486,862 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Willis v. Harvick Hauling Services LLC, et al.. Listed by TopVerdict.",TopVerdict
Rothrock v. Brass,Colorado,,2022,Car Accident,Other,verdict,1457000,"Colorado verdict of $1,457,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Head-on Collision. Reported as Rothrock v. Brass. Listed by TopVerdict.",TopVerdict
"Marquez v. Miller, et al.",Florida,,2022,Car Accident,Other,verdict,1446440,"Florida verdict of $1,446,440 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Entrustment. Reported as Marquez v. Miller, et al.. Listed by TopVerdict.",TopVerdict
"Torres‐Formey v. City of New York, et al.",New York,,2022,Car Accident,Other,settlement,1425000,"New York settlement of $1,425,000 in 2022. Case type: Car Accident, Government Negligence, Motor Vehicle Accident, Personal Injury. Reported as Torres‐Formey v. City of New York, et al.. Listed by TopVerdict.",TopVerdict
Mongeau v. SR Taxi,New York,New-york-city,2022,Car Accident,Other,verdict,1406666,"New York verdict of $1,406,666 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Mongeau v. SR Taxi. Listed by TopVerdict.",TopVerdict
"Cooper v. Glatt Mart Inc., et al.",New York,,2022,Car Accident,Other,verdict,1400000,"New York verdict of $1,400,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Cooper v. Glatt Mart Inc., et al.. Listed by TopVerdict.",TopVerdict
Motorist v. Company Vehicle Driver,Texas,,2022,Car Accident,Other,settlement,1400000,"Texas settlement of $1,400,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Property Damage. Reported as Motorist v. Company Vehicle Driver. Listed by TopVerdict.",TopVerdict
Noriega v. Preston,California,,2022,Car Accident,Other,verdict,1379149,"California verdict of $1,379,149 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Noriega v. Preston. Listed by TopVerdict.",TopVerdict
,Alabama,Perry,2022,Car Accident,Other,verdict,1375000,"Alabama jury verdict of $1,375,000 in Perry County, reported as Auto Negligence.",Alabama Jury Verdict Reporter
K.K. v. At-Fault Drivers,New York,New-york-city,2022,Car Accident,Other,settlement,1375000,"New York settlement of $1,375,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as K.K. v. At-Fault Drivers. Listed by TopVerdict.",TopVerdict
Auto Driver v. At-Fault Driver,New York,,2022,Car Accident,Other,settlement,1350000,"New York settlement of $1,350,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Head-on Collision. Reported as Auto Driver v. At-Fault Driver. Listed by TopVerdict.",TopVerdict
"Navas v. Park, et al.",California,,2022,Car Accident,Other,settlement,1350000,"California settlement of $1,350,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Navas v. Park, et al.. Listed by TopVerdict.",TopVerdict
Sparling v. Macfarland,New Jersey,,2022,Car Accident,Other,settlement,1350000,"New Jersey settlement of $1,350,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Sparling v. Macfarland. Listed by TopVerdict.",TopVerdict
Espinosa v. Steed,California,,2022,Car Accident,Other,verdict,1339698,"California verdict of $1,339,698 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Espinosa v. Steed. Listed by TopVerdict.",TopVerdict
"T.S., et al. v. Auto Driver, et al.",California,,2022,Car Accident,Other,settlement,1330000,"California settlement of $1,330,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as T.S., et al. v. Auto Driver, et al.. Listed by TopVerdict.",TopVerdict
Auto Driver v. Public Entity,California,,2022,Car Accident,Other,settlement,1300000,"California settlement of $1,300,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Auto Driver v. Public Entity. Listed by TopVerdict.",TopVerdict
Moncada v. Arevalo,New York,New-york-city,2022,Car Accident,Other,settlement,1300000,"New York settlement of $1,300,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Moncada v. Arevalo. Listed by TopVerdict.",TopVerdict
"Quan v. Clean Harbor Environmental Services, Inc., et al.",California,,2022,Car Accident,Other,settlement,1300000,"California settlement of $1,300,000 in 2022. Case type: Car Accident, Motor Vehicle Accident, Personal Injury, Negligent Tort. Reported as Quan v. Clean Harbor Environmental Services, Inc., et al.. Listed by TopVerdict.",TopVerdict
,Ohio,,2022,Car Accident,Back Injury,verdict,1275000,Rear-end collision led to a lawsuit against both the driver and a tree removal company.,News
